"phenotype","PhecodeString","group","training.n","training.event","training.preid","internal.n","internal.event","internal.preid","external.n","external.event","external.preid","MIMIC_png.n","MIMIC_png.event","MIMIC_png.preid"
"573","Other disorders of liver","Digestive",165712,786,"1400 (484.75-2480)",71123,354,"1407 (488-2485)",65616,549,"1676 (743-2801)",29311,181,"934 (357-1537)"
"573.2","Liver replaced by transplant","Digestive",166236,80,"1405 (488-2485)",71323,45,"1411 (491-2491.5)",65976,34,"1689 (754-2813)",29469,92,"934 (355-1537)"
"573.3","Hepatomegaly","Digestive",166430,34,"1405 (489-2486)",71411,21,"1413 (492-2493)",66102,22,"1691 (755-2814)",29599,27,"937 (357-1538.5)"
"573.4","Acute and subacute necrosis of liver","Digestive",166113,368,"1405 (488-2485)",71233,166,"1412 (490-2491)",65931,159,"1690 (754-2813)",29350,317,"936 (358-1538)"
"573.5","Jaundice (not of newborn)","Digestive",164721,1258,"1406 (492-2485)",70636,513,"1410 (492-2488)",65381,510,"1687 (753-2811)",29312,154,"938 (358-1539)"
"573.6","Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]","Digestive",166228,81,"1404 (488-2484)",71314,30,"1411 (491-2491)",65907,54,"1689 (753.5-2812)",28352,1075,"923 (350-1526)"
"573.7","Abnormal results of function study of liver","Digestive",165763,1290,"1399 (484-2479)",71124,549,"1403 (486-2484)",65758,822,"1675 (741.25-2802)",29467,104,"935 (357-1537)"
"573.9","Abnormal serum enzyme levels","Digestive",165866,453,"1401 (485-2481)",71152,192,"1407 (487-2487)",65844,190,"1685 (750-2807)",29207,373,"933 (355-1533.5)"
"574.1","Cholelithiasis","Digestive",162032,2184,"1384 (472-2460)",69467,944,"1387 (473-2464)",63568,1035,"1656 (727-2780)",29090,375,"931 (354-1531)"
"574.11","Cholelithiasis with acute cholecystitis","Digestive",164846,1141,"1400 (485-2479)",70732,495,"1405 (485-2485)",65430,511,"1681 (748-2804.75)",29410,169,"934 (355-1535)"
"574.12","Cholelithiasis with other cholecystitis","Digestive",165434,944,"1399 (482-2478)",70932,397,"1405 (485-2484)",65656,395,"1681 (745-2807)",29383,140,"933 (354-1532.5)"
"574.2","Calculus of bile duct","Digestive",165224,861,"1401 (485-2482)",70893,370,"1407 (487-2487)",65543,415,"1684 (748-2807)",29213,267,"934 (356-1536)"
"574.3","Cholecystitis without cholelithiasis","Digestive",165301,814,"1402 (487-2481)",70882,300,"1410 (490-2489)",65595,322,"1686 (752-2810)",29297,181,"936 (357-1537)"
"575.1","Cholangitis","Digestive",164687,1248,"1403 (488-2482)",70636,525,"1409 (490-2487)",65408,547,"1686 (750-2809)",29232,204,"936 (359-1538)"
"575.2","Obstruction of bile duct","Digestive",166174,430,"1405 (489-2486)",71292,179,"1413 (492-2493)",66008,156,"1690 (754-2814)",29195,252,"940 (361-1541)"
"575.6","Cholesterolosis of gallbladder","Digestive",166121,352,"1403 (487-2484)",71294,121,"1410 (490-2491)",65933,210,"1687 (751-2809)",29598,11,"937 (357-1539)"
"575.7","Other disorders of gallbladder","Digestive",166008,630,"1402 (486-2481)",71200,234,"1410 (489.75-2489)",65852,321,"1684.5 (749-2807)",29475,115,"935 (356-1537)"
"575.8","Other disorders of biliary tract","Digestive",165405,1005,"1400 (484-2478)",70936,422,"1406 (486-2484)",65689,402,"1684 (749-2807)",29233,189,"936 (358-1537)"
"577","Diseases of pancreas","Digestive",166027,453,"1403 (487-2483)",71249,217,"1409 (490-2488)",65932,193,"1688 (753-2811)",29278,232,"936 (358-1538)"
"577.1","Acute pancreatitis","Digestive",165020,833,"1403 (487-2483)",70778,368,"1409 (490-2487)",65534,360,"1689 (751.25-2811)",28829,338,"933 (356-1533)"
"577.2","Chronic pancreatitis","Digestive",166229,175,"1404 (488-2484)",71312,88,"1411 (491-2490)",66002,74,"1689 (753-2813)",29223,147,"935 (356-1538)"
"577.3","Cyst and pseudocyst of pancreas","Digestive",166356,212,"1404 (489-2486)",71385,86,"1411 (491-2491)",66058,120,"1689 (754-2813)",29399,115,"935 (356-1537)"
"578.1","Hematemesis","Digestive",166210,129,"1406 (489-2486)",71291,55,"1413 (492-2493)",66019,55,"1690 (754-2814)",29312,293,"934 (356-1533)"
"578.2","Blood in stool","Digestive",164175,1243,"1394 (479-2471)",70484,504,"1401 (482-2477)",64854,657,"1672 (737-2792.75)",29020,637,"930 (355-1530)"
"578.8","Hemorrhage of rectum and anus","Digestive",159788,6522,"1347 (449-2419)",68649,2680,"1354 (451-2427)",61758,3575,"1586 (660-2708)",29226,453,"929 (352-1529)"
"578.9","Hemorrhage of gastrointestinal tract","Digestive",161321,4890,"1392 (483-2471)",69238,2023,"1399 (483-2477)",63711,2326,"1665 (730-2788)",28534,1027,"925 (353-1526)"
"579","Other symptoms involving abdomen and pelvis","Digestive",166268,101,"1405 (489-2485)",71342,45,"1412 (492-2492)",66034,67,"1690 (754-2813)",29511,80,"937 (357-1538)"
"579.2","Splenomegaly","Digestive",165978,327,"1405 (489-2485)",71187,164,"1413 (491-2493)",65869,156,"1689 (754-2813)",29456,113,"937 (357-1539)"
"579.8","Nonspecific abnormal findings in stool contents","Digestive",166321,429,"1403 (487-2484)",71367,194,"1410 (490-2490)",66040,234,"1687 (752-2811)",29339,252,"934 (356-1535)"
"580.11","Proliferative glomerulonephritis","Genitourinary",166259,67,"1405 (489-2485)",71329,27,"1412 (491-2492)",65830,64,"1689 (753-2813)",29599,14,"937 (357-1539)"
"580.12","Non-proliferative glomerulonephritis","Genitourinary",166159,189,"1404 (488-2484)",71272,62,"1411 (491-2490)",65807,81,"1688 (751-2811)",29558,21,"936 (357-1538)"
"580.13","Acute glomerulonephritis, NOS","Genitourinary",166425,53,"1405 (489-2486)",71414,20,"1412 (491.25-2493)",66081,30,"1690 (754-2814)",29530,29,"936 (357-1538)"
"580.14","Chronic glomerulonephritis, NOS","Genitourinary",166289,87,"1405 (488-2485)",71329,56,"1411 (491-2491)",65985,43,"1690 (754-2814)",29552,15,"936 (356-1537.25)"
"580.2","Nephrotic syndrome without mention of glomerulonephritis","Genitourinary",166018,322,"1404 (489-2484)",71206,140,"1411 (491-2492)",65831,198,"1689 (753-2811.5)",29547,75,"936 (357-1537.5)"
"580.31","Nephritis and nephropathy in diseases classified elsewhere","Genitourinary",164897,484,"1400 (484-2476)",70695,194,"1406 (488-2484)",64920,346,"1679 (745-2800)",28976,138,"933 (355-1534.25)"
"580.32","Nephritis and nephropathy with pathological lesion","Genitourinary",166170,363,"1403 (487-2484)",71296,143,"1410 (490-2491)",65905,229,"1686 (749-2809)",29434,242,"934 (355-1536)"
"580.4","Renal sclerosis, NOS","Genitourinary",166424,44,"1405 (489-2486)",71398,16,"1413 (492-2493)",66075,13,"1691 (755-2815)",29556,42,"936.5 (357-1539)"
"585.1","Acute renal failure","Genitourinary",162984,4480,"1406 (491-2489)",69912,1757,"1413 (496-2496)",64637,1838,"1691 (755-2819)",23579,3205,"906 (350-1505)"
"585.2","Renal failure NOS","Genitourinary",164522,1269,"1400 (486-2477)",70635,549,"1406 (488-2485)",64752,876,"1678 (745-2802)",29515,60,"935 (356-1537)"
"585.3","Chronic renal failure [CKD]","Genitourinary",161921,2665,"1407 (495-2488)",69523,1097,"1413 (495-2495)",63647,1345,"1692 (758-2817)",26802,1819,"915 (349-1517)"
"585.31","Renal dialysis","Genitourinary",165135,1386,"1404 (486-2486)",70852,568,"1410 (490-2493)",65576,666,"1687 (749-2813)",28930,447,"930 (354-1533)"
"585.32","End stage renal disease","Genitourinary",164080,1871,"1405 (488-2486)",70438,752,"1410 (490-2494)",65101,914,"1685 (749-2813)",28629,538,"930 (354-1533)"
"585.33","Chronic Kidney Disease, Stage III","Genitourinary",165092,2409,"1393 (480-2473)",70874,998,"1399 (482-2480.75)",65405,1371,"1671 (735-2795)",28036,1351,"923 (353-1523.25)"
"585.34","Chronic Kidney Disease, Stage IV","Genitourinary",165036,1567,"1399 (484-2479)",70819,626,"1406 (488-2487)",65268,879,"1680 (747-2807)",29028,532,"934 (356-1534)"
"585.4","Chronic kidney disease, Stage I or II","Genitourinary",165940,1299,"1399 (483-2479)",71194,533,"1403 (485-2484)",65796,724,"1678 (743-2802)",29277,278,"933 (355-1533)"
"586","Other disorders of the kidney and ureters","Genitourinary",165474,1116,"1403 (487-2484)",71027,447,"1411 (490-2493)",65659,458,"1688 (751-2812)",28961,393,"932 (354-1531)"
"586.2","Cyst of kidney, acquired","Genitourinary",165320,1166,"1398 (484-2478)",70947,487,"1403 (485-2485)",65485,536,"1679 (745-2805)",29472,122,"936 (356-1538)"
"586.4","Stricture/obstruction of ureter","Genitourinary",166141,223,"1404 (488-2484)",71252,87,"1411 (491-2492)",65942,94,"1689.5 (754-2813)",29471,214,"935 (357-1537)"
"587","Kidney replaced by transpant","Genitourinary",166360,84,"1404 (488-2484.25)",71375,29,"1411 (491-2491)",66020,47,"1689 (753-2813)",29199,155,"932 (354-1533)"
"588","Disorders resulting from impaired renal function","Genitourinary",166352,46,"1405 (489-2486)",71371,26,"1413 (492-2493)",66030,26,"1691 (755.25-2814)",29558,39,"936 (357-1538)"
"588.2","Secondary hyperparathyroidism (of renal origin)","Genitourinary",166380,185,"1405 (489-2485)",71385,81,"1411 (491-2491)",66039,97,"1690 (754-2813)",29386,210,"934 (356-1537)"
"589","Abnormal results of function study of kidney","Genitourinary",166455,55,"1405 (489-2486)",71409,24,"1413 (492-2493)",66101,32,"1691 (755-2814)",29515,73,"934 (356-1537)"
"590","Pyelonephritis","Genitourinary",164692,1193,"1396 (481-2476)",70628,482,"1402 (482-2484)",65356,487,"1681.5 (745-2807)",29047,570,"925 (352-1523.5)"
"591","Urinary tract infection","Genitourinary",149608,10633,"1336 (443-2402)",64208,4462,"1340 (443.75-2413)",56740,5198,"1589 (665-2702)",24927,3036,"887 (338-1491)"
"592.1","Cystitis","Genitourinary",166250,192,"1403 (488-2483)",71300,74,"1410 (490-2491)",65959,133,"1687 (752-2810)",29476,245,"934 (355-1534.25)"
"592.11","Acute cystitis","Genitourinary",165202,1100,"1395 (481-2472)",70917,465,"1401 (484-2479)",65385,505,"1675 (741-2799)",29540,93,"936 (357-1537)"
"592.12","Chronic cystitis","Genitourinary",166400,86,"1404 (489-2485)",71368,32,"1412 (491-2492.25)",66024,47,"1690 (754-2813)",29604,11,"937 (357-1539)"
"592.13","Chronic interstitial cystitis","Genitourinary",166383,87,"1405 (488-2485)",71382,36,"1411.5 (491-2492)",66031,36,"1690 (754-2813)",29595,19,"936 (357-1538.5)"
"592.2","Urethritis and urethral syndrome","Genitourinary",166239,168,"1404 (488-2484)",71313,72,"1411 (491-2490)",65904,132,"1687 (752-2811)",29590,22,"936 (357-1538)"
"593","Hematuria","Genitourinary",160505,3509,"1372 (465-2447)",68968,1452,"1376 (467-2448)",62115,2129,"1630 (700-2751)",28983,734,"924 (351-1524)"
"593.1","Gross hematuria","Genitourinary",165352,1269,"1397 (483-2476)",70996,510,"1402 (486-2483)",65547,639,"1676 (741-2800)",29268,288,"934 (356-1537)"
"593.2","Microscopic hematuria","Genitourinary",166089,551,"1401 (486-2482)",71279,226,"1408 (489-2487)",65800,517,"1679 (744-2803.25)",29449,151,"934 (356-1537)"
"594","Urinary calculus","Genitourinary",166067,232,"1403 (487-2483)",71240,91,"1410 (490-2489)",65812,196,"1685 (749-2810)",29255,314,"932 (354-1532)"
"594.1","Calculus of kidney","Genitourinary",161769,3103,"1375 (467-2450)",69471,1253,"1380 (467-2455)",63564,1537,"1643 (712-2766)",29168,344,"929 (352-1529)"
"594.2","Calculus of lower urinary tract","Genitourinary",166036,309,"1403 (487-2484)",71229,125,"1410 (490-2490)",65889,128,"1688 (752-2811)",29573,40,"936 (357-1538)"
"594.3","Calculus of ureter","Genitourinary",162863,2135,"1384 (472-2461)",69838,871,"1387 (471-2464)",64502,875,"1661 (728-2788)",29398,134,"934 (355-1534)"
"594.8","Renal colic","Genitourinary",162102,1955,"1377 (468-2451)",69591,835,"1383 (468-2451)",63824,1008,"1649 (717-2774)",29555,58,"936 (356-1537.5)"
"595","Hydronephrosis","Genitourinary",163562,1789,"1395 (481-2473)",70210,683,"1401 (484-2483)",64908,765,"1675 (741-2802)",29097,444,"934 (357-1534)"
"596","Other disorders of bladder","Genitourinary",166263,242,"1404 (488-2484)",71308,94,"1411 (491-2492)",66001,117,"1689 (753-2813)",29414,217,"934.5 (357-1534.75)"
"596.1","Bladder neck obstruction","Genitourinary",166331,69,"1405 (489-2485)",71357,43,"1411 (490-2491)",66014,47,"1689 (753-2813)",29550,41,"936 (357-1539)"
"596.5","Functional disorders of bladder","Genitourinary",163005,4006,"1378 (469-2455)",69970,1624,"1384 (470-2460)",63874,2008,"1650 (714-2775)",29310,259,"934 (355-1534)"
"597","Other disorders of urethra and urinary tract","Genitourinary",166379,79,"1405 (488-2485)",71384,23,"1413 (491.75-2493)",66079,37,"1690 (754-2813)",29579,34,"936 (357-1538.5)"
"597.1","Urethral stricture (not specified as infectious)","Genitourinary",166256,154,"1405 (488-2485)",71326,67,"1412 (491-2493)",66000,68,"1690 (754-2813)",29555,30,"936 (357-1538)"
"597.2","Urinary complications NEC","Genitourinary",166431,82,"1405 (489-2486)",71393,28,"1413 (492-2493)",66087,32,"1690 (755-2813.5)",29383,170,"934 (356-1535.5)"
"599","Other symptoms/disorders or the urinary system","Genitourinary",166339,180,"1405 (488-2485.5)",71353,71,"1412 (492-2492)",66040,108,"1690 (754-2813)",29459,178,"935 (356-1537)"
"599.1","Urinary obstruction","Genitourinary",166308,66,"1405 (489-2486)",71348,26,"1412 (492-2491)",66034,46,"1691 (755-2814)",29512,71,"936 (358-1538)"
"599.2","Retention of urine","Genitourinary",164086,1748,"1402 (486-2482)",70430,707,"1406 (488-2486)",64792,880,"1686 (751-2811)",27830,1651,"920 (351-1522)"
"599.3","Dysuria","Genitourinary",164360,2054,"1389 (475-2464)",70541,923,"1394 (477-2468)",64488,1353,"1655 (724.75-2775)",29277,454,"930 (353-1530)"
"599.4","Urinary incontinence","Genitourinary",164115,1533,"1389 (476-2467)",70450,668,"1397 (478-2472)",64274,971,"1658.5 (725-2785)",28676,831,"928 (353-1527)"
"599.5","Frequency of urination and polyuria","Genitourinary",162217,3934,"1371 (465-2448)",69618,1601,"1376 (466-2451)",62887,2370,"1628 (694-2749)",29274,410,"930 (352-1530)"
"599.6","Oliguria and anuria","Genitourinary",166398,134,"1405 (489-2486)",71390,50,"1413 (492-2493)",66055,98,"1691 (755-2814)",29398,225,"935 (356.25-1538)"
"599.8","Other symptoms involving urinary system","Genitourinary",166302,181,"1405 (489-2485)",71337,73,"1412 (491-2493)",66022,109,"1690 (754-2813)",29569,36,"936 (357-1538)"
"599.9","Other abnormality of urination","Genitourinary",165932,1036,"1400 (484-2481)",71209,427,"1406 (487-2487)",65820,589,"1682 (746-2807)",29456,157,"934 (356-1537)"
"600","Hyperplasia of prostate","Genitourinary",155614,6361,"1361 (461-2436)",66794,2573,"1367 (461-2437)",59386,3137,"1623 (691-2749)",27612,1025,"932 (356-1534)"
"601.11","Acute prostatitis","Genitourinary",166348,115,"1405 (488.75-2484)",71370,44,"1412 (491-2491.75)",66037,82,"1688 (753-2811)",29583,26,"936 (357-1538)"
"601.12","Chronic prostatitis","Genitourinary",165670,574,"1400 (484-2477.75)",71050,230,"1406 (486-2485)",65462,353,"1679 (744-2801)",29599,12,"936 (357-1538)"
"601.3","Orchitis and epididymitis","Genitourinary",165907,432,"1402 (487-2482)",71184,175,"1409 (490-2488.25)",65845,198,"1687 (751-2811)",29554,54,"935 (356-1537)"
"601.4","Balanoposthitis","Genitourinary",165854,530,"1401 (485-2480)",71140,193,"1407 (487-2486)",65778,291,"1685 (748-2807)",29604,21,"936.5 (357-1539)"
"601.8","Other inflammatory disorders of male genital organs","Genitourinary",166288,158,"1404 (488-2484)",71343,63,"1411 (490-2491)",65949,85,"1688 (752-2811)",29562,41,"936 (356.25-1538)"
"602","Other disorders of prostate","Genitourinary",166406,77,"1405 (489-2486)",71380,39,"1413 (492-2493)",65949,56,"1690 (754-2813)",29608,11,"937 (357-1539)"
"603.1","Hydrocele","Genitourinary",166312,109,"1405 (488-2485)",71356,43,"1413 (491.75-2493)",66041,53,"1690 (755-2813)",29573,43,"936 (356-1538)"
"604","Disorders of penis","Genitourinary",166419,34,"1405 (489-2486)",71400,14,"1413 (491-2493)",66081,18,"1691 (755-2813)",29569,77,"935 (356-1537)"
"604.1","Redundant prepuce and phimosis/BXO","Genitourinary",166097,405,"1402 (486-2483)",71264,170,"1409 (490-2488)",65958,250,"1685.5 (749-2808)",29589,28,"937 (357-1538)"
"605","Erectile dysfunction [ED]","Genitourinary",165425,837,"1396 (481-2474)",70947,368,"1401 (483-2479)",65266,544,"1671 (736-2796)",29400,157,"934 (356-1537)"
"608","Other disorders of male genital organs","Genitourinary",166338,66,"1405 (489-2485)",71362,36,"1411 (491-2492)",66054,41,"1690 (755-2813)",29465,141,"934 (356-1538)"
"610.1","Cystic mastopathy","Genitourinary",166352,75,"1404 (488-2485)",71369,33,"1411 (491-2491)",65972,76,"1688 (753-2812)",29604,14,"937 (357-1539)"
"611.3","Lump or mass in breast","Genitourinary",154242,5854,"1300 (418-2366)",66252,2345,"1314 (423-2375)",60563,2275,"1567 (638-2682)",29573,61,"936 (356-1538)"
"612.2","Hypertrophy of breast (Gynecomastia)","Genitourinary",166229,150,"1404 (488-2484)",71339,46,"1412 (491-2492)",65980,72,"1689 (754-2813)",29567,47,"935 (356-1538)"
"613.1","Inflammatory disease of breast","Genitourinary",166196,105,"1404 (487-2484)",71311,64,"1411 (491-2491)",65967,48,"1688 (752.5-2813)",29547,35,"936 (356-1537.5)"
"613.5","Mastodynia","Genitourinary",165919,688,"1399 (484-2477)",71202,307,"1405 (487-2485)",65840,339,"1678.5 (745.75-2802)",29576,49,"935 (356-1538)"
"614.1","Pelvic peritoneal adhesions, female (postoperative) (postinfection)","Genitourinary",165743,213,"1404 (488-2483)",71126,87,"1410 (490-2488.75)",65857,81,"1688 (752-2810)",29547,63,"935 (356-1537)"
"614.3","Pelvic inflammatory disease (PID)","Genitourinary",166264,72,"1405 (489-2485)",71342,25,"1412 (491-2492.75)",66048,23,"1690 (754-2813)",29600,13,"936 (357-1539)"
"614.31","Acute inflammatory pelvic disease","Genitourinary",166205,140,"1404 (487-2483)",71323,55,"1411 (490-2491)",66018,37,"1689 (753-2813)",29603,9,"937 (357-1539)"
"614.32","Chronic inflammatory pelvic disease","Genitourinary",166354,50,"1405 (489-2485)",71386,24,"1412.5 (491-2492)",66072,24,"1690 (754.75-2814)",29583,23,"936 (357-1538)"
"614.33","Pelvic inflammatory disease, NOS","Genitourinary",165845,437,"1402 (486-2482)",71190,161,"1409 (490-2488)",65921,147,"1687 (752-2810)",29565,50,"935 (356-1537)"
"614.4","Inflammatory diseases of uterus, except cervix","Genitourinary",166369,68,"1405 (488-2485)",71378,32,"1412 (491-2492.75)",66031,45,"1689 (753-2813)",29578,13,"936 (357-1539)"
"614.52","Vaginitis and vulvovaginitis","Genitourinary",159388,3986,"1347 (445-2415)",68420,1673,"1351 (445-2423)",61605,2000,"1595 (665-2714)",29522,71,"935 (356-1537)"
"614.53","Cyst or abscess of Bartholin's gland","Genitourinary",166325,117,"1404 (488-2484)",71364,48,"1411 (491-2492)",66035,62,"1689 (753-2811)",29607,14,"937 (357-1539)"
"615","Endometriosis","Genitourinary",163098,1512,"1389 (477-2468)",70064,632,"1397 (479-2472)",64702,571,"1667 (735-2791)",29499,88,"935 (356-1537)"
"618","Genital prolapse","Genitourinary",166431,24,"1405 (489-2486)",71413,10,"1413 (492-2492)",66078,19,"1690 (755-2814)",29604,7,"937 (357-1538.25)"
"618.1","Prolapse of vaginal walls","Genitourinary",165924,248,"1404 (488-2483)",71185,108,"1410 (490-2489)",65859,131,"1686 (751-2808)",29549,25,"936 (356-1538)"
"618.2","Uterine/Uterovaginal prolapse","Genitourinary",165857,288,"1403 (488-2483)",71166,118,"1410 (490-2490)",65809,163,"1685 (751-2809)",29552,49,"936 (356-1538)"
"619.1","Noninflammatory disorders of ovary, fallopian tube, and broad ligament","Genitourinary",166312,68,"1405 (489-2485)",71342,23,"1413 (491-2492)",66051,20,"1691 (755-2814)",29555,58,"935 (356-1537.5)"
"619.2","Disorders of uterus, NEC","Genitourinary",166422,52,"1405 (489-2486)",71401,13,"1413 (491-2493)",66093,16,"1690 (755-2813)",29567,86,"935 (356-1537)"
"619.4","Noninflammatory disorders of vagina","Genitourinary",166431,28,"1405 (489-2485)",71402,7,"1413 (492-2493)",66090,23,"1690 (754.25-2813)",29459,117,"934 (356-1537)"
